school_name,year,first_down,first_down_pass,first_down_penalty,first_down_rush,fumbles_lost,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,penalty,penalty_yds,points,rush_att,rush_td,rush_yds,rush_yds_per_att,tot_plays,tot_yds,tot_yds_per_play,turnovers,opp_first_down,opp_first_down_pass,opp_first_down_penalty,opp_first_down_rush,opp_fumbles_lost,opp_pass_att,opp_pass_cmp,opp_pass_cmp_pct,opp_pass_int,opp_pass_td,opp_pass_yds,opp_penalty,opp_penalty_yds,opp_points,opp_rush_att,opp_rush_td,opp_rush_yds,opp_rush_yds_per_att,opp_tot_plays,opp_tot_yds,opp_tot_yds_per_play,opp_turnovers,fg_pct,fga,fgm,kick_points,kick_ret,kick_ret_td,kick_ret_yds,kick_ret_yds_per_ret,punt,punt_ret,punt_ret_td,punt_ret_yds,punt_ret_yds_per_ret,punt_yds,punt_yds_per_punt,xp_pct,xpa,xpm,Unnamed: 0,conf_abbr,losses,losses_conf,notes,opp_points_per_g,points_per_g,rank_final,rank_min,rank_pre,sos,srs,win_loss_pct,win_loss_pct_conf,wins,wins_conf
Virginia Tech,2017,22.2,10.9,1.5,9.7,0.4,31.5,18.8,59.8,0.7,1.6,239.5,4.6,42.2,28.2,44.8,1.5,173.4,3.9,76.4,412.8,5.4,1.1,15.4,7.8,1.2,6.4,0.5,27.5,13.4,48.6,1.0,1.2,199.8,6.3,48.2,14.8,35.4,0.5,119.9,3.4,62.9,319.7,5.1,1.5,69.2,2.0,1.4,7.4,2.0,0.0,47.2,23.6,5.1,3.0,0.2,31.8,10.6,215.2,42.4,100.0,3.2,3.2,8.0,ACC (Coastal),4.0,3.0,,14.8,28.2,24.0,12.0,21.0,2.41,10.56,0.6920000000000001,0.625,9.0,5.0
Georgia Tech,2017,19.5,2.9,1.3,15.3,0.9,10.7,3.9,36.4,0.5,0.9,84.3,4.0,35.8,28.1,57.5,2.7,307.4,5.3,68.2,391.6,5.7,1.4,18.3,9.0,0.8,8.5,0.4,30.3,17.8,58.9,0.5,1.5,200.6,3.8,36.0,26.5,33.9,1.4,153.6,4.5,64.2,354.3,5.5,0.9,70.0,0.9,0.6,5.0,3.6,0.1,70.5,19.4,4.5,1.5,0.0,11.4,7.4,200.5,44.1,89.5,3.5,3.1,9.0,ACC (Coastal),6.0,4.0,,26.5,28.1,,,,5.93,6.38,0.455,0.5,5.0,4.0
California,2017,22.1,11.6,2.5,8.2,0.7,39.7,23.2,58.4,1.0,1.6,258.9,6.5,54.8,27.8,34.7,1.4,125.6,3.6,74.3,384.5,5.2,1.7,22.4,11.2,1.4,9.7,0.8,34.4,22.3,64.6,1.2,1.5,265.8,7.6,67.9,28.4,39.6,1.8,164.1,4.1,74.0,429.9,5.8,2.0,74.1,2.3,1.7,7.9,3.8,0.0,78.8,20.5,4.5,0.8,0.0,7.4,9.9,188.9,42.0,97.2,3.0,2.9,96.0,Pac-12 (North),7.0,7.0,,28.4,27.8,,,,1.76,-0.16,0.41700000000000004,0.222,5.0,2.0
Florida State,2017,18.0,8.5,1.1,8.5,0.6,26.5,15.5,58.6,1.0,1.6,196.2,6.0,53.8,27.8,35.6,1.3,155.7,4.4,62.2,351.9,5.7,1.6,17.4,9.2,1.2,6.9,0.5,33.8,18.7,55.2,0.7,1.2,195.5,4.6,39.2,21.2,35.8,1.5,135.6,3.8,69.7,331.1,4.8,1.2,85.7,1.6,1.4,7.4,2.1,0.0,50.2,24.2,5.1,2.4,0.0,19.6,8.2,219.2,43.2,95.5,3.4,3.2,5.0,ACC (Atlantic),6.0,5.0,,21.2,27.8,,3.0,3.0,5.76,8.07,0.5379999999999999,0.375,7.0,3.0
UAB,2017,19.3,7.8,1.7,9.8,0.8,26.3,15.9,60.5,0.4,1.2,180.5,5.8,52.5,27.8,40.7,2.1,183.2,4.5,67.0,363.8,5.4,1.2,19.5,8.7,2.3,8.5,0.4,29.8,15.5,52.1,1.1,1.4,189.7,6.9,63.2,25.6,37.8,1.5,176.5,4.7,67.6,366.2,5.4,1.5,76.5,1.3,1.0,6.1,3.3,0.0,68.0,20.6,5.2,1.4,0.0,13.0,9.4,207.3,40.2,95.2,3.2,3.1,59.0,CUSA (West),5.0,2.0,,25.6,27.8,,,,-10.62,-8.08,0.615,0.75,8.0,6.0
Tulane,2017,20.8,6.5,1.6,12.8,0.4,20.1,11.3,56.4,0.5,1.0,160.0,5.8,52.1,27.5,47.9,2.6,231.5,4.8,68.0,391.5,5.8,0.9,20.2,9.1,1.1,10.0,0.6,26.6,15.1,56.7,1.1,1.6,225.7,6.2,56.3,29.2,38.7,2.1,210.4,5.4,65.3,436.1,6.7,1.7,90.0,0.8,0.8,5.3,2.3,0.0,48.3,20.7,4.8,0.6,0.0,1.9,3.3,189.0,39.1,88.1,3.5,3.1,24.0,American (West),7.0,5.0,,29.2,27.5,,,,-0.57,-2.24,0.41700000000000004,0.375,5.0,3.0
Syracuse,2017,24.4,13.1,2.3,9.0,0.7,45.7,26.7,58.4,1.3,1.7,294.8,6.2,49.4,27.4,39.9,1.3,161.5,4.0,85.6,456.3,5.3,2.0,20.7,10.2,1.4,9.1,0.7,31.8,19.3,60.9,0.3,1.6,247.3,6.6,59.6,32.2,37.6,2.3,196.7,5.2,69.3,444.0,6.4,1.0,73.3,2.5,1.8,8.4,3.2,0.0,71.9,22.7,4.8,1.6,0.0,11.4,7.2,208.3,43.1,97.2,3.0,2.9,6.0,ACC (Atlantic),8.0,6.0,,32.2,27.4,,,,5.8,1.96,0.33299999999999996,0.25,4.0,2.0
LSU,2017,20.1,8.4,1.2,10.5,0.3,23.1,13.8,59.7,0.3,1.3,203.5,5.8,50.6,27.2,43.3,1.9,207.6,4.8,66.4,411.1,6.2,0.6,16.3,8.5,1.5,6.4,0.5,29.1,15.5,53.4,0.9,0.8,187.6,4.8,35.8,18.9,33.2,1.2,129.0,3.9,62.2,316.6,5.1,1.4,59.3,2.1,1.2,6.8,1.6,0.0,29.6,18.3,4.5,1.5,0.2,14.7,10.1,182.7,40.3,93.0,3.3,3.1,113.0,SEC (West),4.0,2.0,,18.9,27.2,18.0,12.0,13.0,3.93,11.77,0.6920000000000001,0.75,9.0,6.0
Fresno State,2017,19.3,9.4,1.1,8.8,0.4,31.2,19.1,61.3,0.5,1.4,237.9,5.3,43.6,27.1,36.6,1.6,156.0,4.3,67.8,393.9,5.8,0.9,17.1,9.4,1.1,6.6,0.9,32.9,19.6,59.7,0.6,1.0,207.1,5.1,40.5,17.9,33.1,0.9,113.4,3.4,66.0,320.6,4.9,1.5,78.1,2.3,1.8,8.3,2.8,0.0,60.3,21.6,4.9,1.1,0.0,7.4,6.4,205.2,42.3,97.6,3.0,2.9,86.0,MWC (West),4.0,1.0,,17.9,27.1,,25.0,,-1.68,4.47,0.7140000000000001,0.833,10.0,5.0
Indiana,2017,21.0,12.0,2.3,6.7,0.6,41.8,25.5,61.0,1.1,2.1,265.7,5.9,58.9,26.8,37.4,0.9,130.1,3.5,79.3,395.8,5.0,1.7,17.5,7.0,2.3,8.2,0.7,27.7,15.1,54.5,0.4,1.5,179.7,7.6,65.5,25.3,41.4,1.5,160.4,3.9,69.1,340.1,4.9,1.1,94.1,1.4,1.3,7.2,2.8,0.0,51.9,18.9,7.1,2.4,0.2,30.7,12.7,288.3,40.7,97.4,3.3,3.2,41.0,Big Ten (East),7.0,7.0,,25.3,26.8,,,,4.9,4.74,0.41700000000000004,0.222,5.0,2.0
Marshall,2017,20.4,10.9,2.2,7.2,0.7,34.1,20.5,60.0,1.1,1.9,239.6,6.5,59.8,26.7,34.8,1.1,140.5,4.0,68.9,380.2,5.5,1.8,19.2,10.4,2.1,6.8,0.7,33.2,18.5,55.6,0.5,1.4,220.5,5.5,56.1,19.9,35.8,1.0,121.2,3.4,69.0,341.7,5.0,1.2,62.5,1.2,0.8,5.5,3.0,0.2,66.3,22.1,4.5,1.7,0.0,3.2,1.9,199.8,44.0,97.6,3.2,3.2,52.0,CUSA (East),5.0,4.0,,19.9,26.7,,,,-6.44,-1.13,0.615,0.5,8.0,4.0
Duke,2017,23.0,10.5,1.7,10.8,0.5,36.1,20.5,56.7,0.9,1.2,213.4,4.8,41.6,26.5,42.1,1.7,171.4,4.1,78.2,384.8,4.9,1.5,16.3,6.7,1.7,7.9,0.3,25.3,12.8,50.8,1.2,1.2,179.4,5.7,53.5,20.2,38.3,1.2,153.2,4.0,63.6,332.6,5.2,1.5,81.8,1.7,1.4,7.0,2.3,0.0,53.7,23.3,5.2,1.5,0.0,8.2,5.6,214.4,41.6,92.5,3.1,2.8,10.0,ACC (Coastal),6.0,5.0,,20.2,26.5,,,,3.23,7.23,0.5379999999999999,0.375,7.0,3.0
Colorado,2017,22.6,10.7,1.6,10.3,0.4,34.2,20.3,59.5,0.8,1.6,260.4,6.3,55.7,26.4,41.2,1.4,158.5,3.9,75.3,418.9,5.6,1.2,23.3,10.6,1.6,11.1,0.5,33.9,18.9,55.8,0.7,1.4,242.6,5.3,50.1,28.2,39.6,1.9,208.3,5.3,73.5,450.8,6.1,1.2,77.3,1.8,1.4,7.3,2.3,0.0,48.8,21.7,4.8,1.6,0.1,16.7,10.5,204.3,43.0,100.0,3.0,3.0,103.0,Pac-12 (South),7.0,7.0,,28.2,26.4,,,,-0.36,-2.61,0.41700000000000004,0.222,5.0,2.0
Eastern Michigan,2017,20.3,11.7,1.6,7.0,0.6,36.3,21.4,59.1,1.3,1.8,257.3,6.2,57.5,26.1,34.9,1.2,130.5,3.7,71.2,387.8,5.4,1.8,18.6,8.7,1.9,8.0,0.8,28.0,16.3,58.0,0.7,1.3,190.3,7.3,64.4,23.3,40.1,1.4,173.3,4.3,68.1,363.6,5.3,1.5,71.4,1.8,1.3,6.6,3.1,0.0,51.5,16.7,5.7,2.3,0.0,10.7,4.7,224.3,39.6,97.1,2.9,2.8,78.0,MAC (West),7.0,5.0,,23.3,26.1,,,,-4.76,-4.09,0.41700000000000004,0.375,5.0,3.0
North Carolina,2017,19.7,10.8,1.5,7.4,0.5,33.9,18.4,54.3,1.3,1.8,225.3,7.8,72.7,26.0,35.6,1.4,144.3,4.1,69.5,369.6,5.3,1.8,22.1,9.0,2.1,11.0,0.8,30.3,16.8,55.4,0.6,1.8,223.1,5.3,48.1,31.3,44.3,1.8,213.0,4.8,74.6,436.1,5.8,1.3,64.3,1.2,0.8,5.3,3.6,0.2,84.3,23.5,6.0,1.8,0.0,18.8,10.8,265.3,44.2,97.4,3.2,3.1,13.0,ACC (Coastal),9.0,7.0,,31.3,26.0,,,,4.1,-1.82,0.25,0.125,3.0,1.0
Nebraska,2017,19.6,12.1,1.4,6.1,0.2,38.3,22.1,57.7,1.4,1.8,277.5,6.3,60.7,25.8,30.7,1.1,107.5,3.5,68.9,385.0,5.6,1.6,23.3,10.2,2.2,10.9,0.3,30.3,19.5,64.5,0.8,1.6,221.4,6.0,53.2,36.4,38.3,2.8,216.7,5.7,68.5,438.1,6.4,1.0,85.7,1.2,1.0,6.1,3.2,0.1,71.6,22.6,4.9,1.3,0.0,7.8,6.2,207.2,42.1,100.0,3.1,3.1,47.0,Big Ten (West),8.0,6.0,,36.4,25.8,,,,8.18,1.52,0.33299999999999996,0.33299999999999996,4.0,3.0
Boston College,2017,18.9,7.8,1.1,10.1,0.6,28.2,15.2,54.0,0.9,1.2,166.3,3.6,29.8,25.7,47.5,1.8,220.4,4.6,75.8,386.7,5.1,1.5,18.1,8.8,0.7,8.5,0.5,31.5,16.2,51.3,1.4,0.8,191.6,4.7,37.8,22.8,39.8,2.0,191.2,4.8,71.2,382.8,5.4,1.9,60.0,1.5,0.9,5.8,3.3,0.0,72.8,22.0,6.0,2.1,0.0,27.2,13.1,239.5,39.9,93.0,3.3,3.1,4.0,ACC (Atlantic),6.0,4.0,,22.8,25.7,,,,7.08,9.39,0.5379999999999999,0.5,7.0,4.0
Florida International,2017,20.7,11.6,1.5,7.6,0.8,30.5,19.4,63.6,0.8,1.5,233.2,6.5,64.9,25.6,38.0,1.5,159.2,4.2,68.5,392.3,5.7,1.6,22.5,11.2,2.5,9.2,0.8,32.2,21.0,65.3,0.5,1.8,243.6,5.4,46.2,28.5,36.8,1.8,172.0,4.7,68.9,415.6,6.0,1.4,83.3,1.4,1.2,6.5,2.8,0.0,55.1,19.4,4.4,1.0,0.0,3.8,3.8,179.8,41.0,100.0,3.1,3.1,51.0,CUSA (East),5.0,3.0,,28.5,25.6,,,,-6.36,-6.75,0.615,0.625,8.0,5.0
Kentucky,2017,18.6,8.6,1.9,8.1,0.6,25.4,15.1,59.4,0.5,0.8,188.2,5.5,48.2,25.5,37.5,2.1,161.7,4.3,62.9,349.8,5.6,1.2,22.2,11.2,1.5,9.5,0.5,32.8,21.1,64.2,0.8,1.6,251.6,7.0,60.5,28.2,35.8,1.8,175.3,4.9,68.7,426.9,6.2,1.4,78.6,2.2,1.7,7.8,3.7,0.0,79.7,21.6,5.2,0.6,0.0,8.6,14.0,217.2,42.1,100.0,2.8,2.8,106.0,SEC (East),6.0,4.0,,28.2,25.5,,,,2.92,1.3,0.5379999999999999,0.5,7.0,4.0
Middle Tennessee State,2017,21.2,11.3,2.2,8.0,0.5,36.4,21.7,59.6,1.3,1.8,251.1,6.5,63.4,25.5,32.8,1.2,143.5,4.4,69.2,394.5,5.7,1.8,19.6,9.2,2.0,8.5,0.5,33.5,20.7,61.8,0.4,1.4,223.2,5.7,56.3,24.7,38.6,1.5,137.8,3.6,72.1,361.1,5.0,0.8,83.3,1.4,1.2,6.5,2.0,0.0,40.8,20.4,5.0,1.4,0.0,10.0,7.2,197.2,39.4,95.1,3.2,3.0,53.0,CUSA (East),6.0,4.0,,24.7,25.5,,,,-6.86,-6.48,0.5379999999999999,0.5,7.0,4.0
Western Kentucky,2017,22.6,14.8,1.8,5.9,1.0,44.4,29.3,66.0,0.8,2.1,335.0,5.7,48.7,25.5,30.1,1.2,60.8,2.0,74.5,395.8,5.3,1.8,19.2,9.7,1.0,8.5,0.4,29.8,17.5,58.5,0.8,0.8,206.8,5.8,59.0,26.8,38.5,2.1,170.3,4.4,68.3,377.2,5.5,1.2,62.5,1.2,0.8,5.3,3.7,0.0,71.3,19.3,4.4,1.1,0.0,3.0,2.8,176.2,40.2,97.5,3.1,3.0,54.0,CUSA (East),7.0,4.0,,26.8,25.5,,,,-9.61,-10.99,0.462,0.5,6.0,4.0
Bowling Green State,2017,19.3,9.8,1.8,7.8,1.1,34.8,18.8,54.2,1.0,1.8,235.0,7.4,68.9,25.3,35.8,1.1,155.0,4.3,70.6,390.0,5.5,2.1,26.1,11.3,2.1,12.7,1.2,31.3,18.4,58.8,0.8,1.8,253.3,5.4,46.7,38.0,45.3,2.9,253.3,5.6,76.7,506.6,6.6,1.9,81.8,1.8,1.5,7.2,3.9,0.0,80.8,20.6,5.0,1.1,0.0,8.7,8.0,220.1,44.0,97.0,2.8,2.7,72.0,MAC (East),10.0,6.0,,38.0,25.3,,,,-2.36,-13.11,0.16699999999999998,0.25,2.0,2.0
Michigan,2017,17.5,7.4,1.2,8.8,0.8,26.6,14.2,53.5,0.8,0.7,171.2,6.6,57.2,25.2,40.7,2.0,177.7,4.4,67.3,348.9,5.2,1.6,13.8,5.8,1.9,6.1,0.5,25.2,12.3,48.8,0.8,0.8,150.1,5.5,46.1,18.8,34.7,1.2,120.9,3.5,59.9,271.0,4.5,1.3,79.2,1.8,1.5,7.1,2.4,0.0,44.4,18.6,5.9,3.2,0.1,25.2,7.8,236.4,39.9,92.1,2.9,2.7,39.0,Big Ten (East),5.0,4.0,,18.8,25.2,,7.0,11.0,6.98,13.44,0.615,0.556,8.0,5.0
Purdue,2017,21.7,11.1,1.8,8.8,0.5,37.8,22.5,59.5,0.8,2.1,251.5,5.9,50.6,25.2,34.4,0.9,151.5,4.4,72.2,403.1,5.6,1.3,19.2,10.6,1.8,6.8,0.8,33.6,19.1,56.8,0.8,1.6,242.5,6.9,59.8,20.5,37.4,0.8,133.2,3.6,71.0,375.8,5.3,1.6,70.8,1.8,1.3,6.6,2.3,0.0,39.5,17.1,5.6,1.5,0.0,4.8,3.3,227.2,40.5,97.2,2.8,2.7,46.0,Big Ten (West),6.0,5.0,,20.5,25.2,,,,6.21,9.74,0.5379999999999999,0.444,7.0,4.0
Temple,2017,20.3,11.7,1.8,6.8,0.5,34.8,20.2,57.8,1.2,1.6,251.8,7.8,69.4,25.1,35.5,1.2,136.4,3.8,70.3,388.2,5.5,1.7,20.5,9.0,2.4,9.2,0.6,29.8,17.0,57.1,0.8,1.6,206.8,7.1,63.0,25.8,40.8,1.4,174.9,4.3,70.5,381.8,5.4,1.4,67.9,2.2,1.5,6.9,3.6,0.1,80.5,22.3,4.5,1.7,0.1,12.9,7.6,177.0,39.7,91.7,2.8,2.5,16.0,American (East),6.0,4.0,,25.8,25.1,,,,-1.57,-0.81,0.5379999999999999,0.5,7.0,4.0
East Carolina,2017,23.3,14.3,2.9,6.0,0.4,45.3,25.6,56.5,1.3,2.2,317.9,6.7,58.3,24.9,32.8,0.8,108.1,3.3,78.1,426.0,5.5,1.8,24.8,11.3,1.7,11.8,0.3,28.3,18.8,66.4,0.6,2.6,295.2,7.8,77.3,45.0,41.8,3.0,246.3,5.9,70.1,541.4,7.7,0.9,64.0,2.1,1.3,6.9,3.7,0.0,73.2,20.0,4.4,0.5,0.0,-0.3,-0.7,192.7,43.6,97.2,3.0,2.9,19.0,American (East),9.0,6.0,,45.0,24.9,,,,-0.04,-12.37,0.25,0.25,3.0,2.0
Vanderbilt,2017,18.4,11.5,1.3,5.6,0.3,33.6,19.3,57.6,0.8,2.3,243.6,5.8,50.1,24.6,29.0,1.2,107.6,3.7,62.6,351.2,5.6,1.2,21.0,8.3,2.2,10.5,0.2,27.3,15.9,58.2,0.6,1.3,194.6,7.2,46.4,31.3,39.9,2.5,199.8,5.0,67.3,394.3,5.9,0.8,42.9,0.6,0.3,4.1,2.5,0.0,54.9,22.0,5.5,1.3,0.0,9.4,7.1,218.7,39.8,97.6,3.4,3.3,109.0,SEC (East),7.0,7.0,,31.3,24.6,,,,2.3,-2.11,0.41700000000000004,0.125,5.0,1.0
Michigan State,2017,21.6,10.7,1.9,9.0,0.9,32.6,19.0,58.3,0.6,1.5,215.2,6.5,59.1,24.5,41.8,1.4,168.4,4.0,74.5,383.6,5.2,1.5,15.8,9.4,1.6,4.8,0.7,32.7,18.5,56.7,1.1,1.2,201.9,4.8,45.5,20.0,28.3,0.9,95.3,3.4,61.0,297.2,4.9,1.8,78.9,1.5,1.2,6.4,2.5,0.0,54.3,21.4,5.3,1.6,0.0,6.3,3.9,222.7,42.0,100.0,2.9,2.9,38.0,Big Ten (East),3.0,2.0,,20.0,24.5,15.0,13.0,,7.68,13.83,0.769,0.778,10.0,7.0
Miami (OH),2017,20.7,11.3,2.1,7.3,0.6,32.3,17.8,54.9,0.9,2.0,237.7,7.3,63.1,24.4,36.5,1.0,147.3,4.0,68.8,384.9,5.6,1.5,18.8,8.2,2.5,8.1,0.5,30.4,16.0,52.6,0.9,1.6,200.8,5.7,55.2,24.1,37.2,1.1,167.7,4.5,67.6,368.5,5.5,1.4,75.0,1.3,1.0,5.9,3.3,0.0,59.0,17.7,5.3,0.5,0.0,3.1,6.2,216.3,40.5,97.2,3.0,2.9,71.0,MAC (East),7.0,4.0,,24.1,24.4,,,,-6.21,-6.04,0.41700000000000004,0.5,5.0,4.0
Baylor,2017,19.9,11.4,1.8,6.7,0.9,38.5,22.4,58.2,1.2,1.9,287.7,7.3,55.9,24.3,34.5,0.8,117.3,3.4,73.0,404.9,5.5,2.1,22.0,10.4,1.3,10.3,0.7,32.2,21.3,66.1,0.3,2.1,267.0,6.6,65.6,35.9,38.6,1.8,189.9,4.9,70.8,456.9,6.5,0.9,83.3,2.0,1.7,7.5,3.1,0.0,55.2,17.9,5.0,0.6,0.0,5.0,8.6,210.2,42.0,96.8,2.6,2.5,34.0,Big 12,11.0,8.0,,35.9,24.3,,,,4.12,-6.47,0.083,0.111,1.0,1.0
South Carolina,2017,17.8,9.6,1.1,7.1,0.4,30.5,18.8,61.7,0.9,1.4,214.9,4.8,38.0,24.2,31.1,1.2,123.0,4.0,61.6,337.9,5.5,1.3,20.4,10.7,1.8,7.8,1.1,33.8,19.9,58.9,1.1,1.1,226.0,5.5,40.5,20.7,37.2,1.2,141.1,3.8,71.1,367.1,5.2,2.2,53.6,2.2,1.2,6.2,2.5,0.2,54.8,21.6,4.2,1.5,0.0,10.8,7.4,183.8,43.5,97.3,2.8,2.8,105.0,SEC (East),4.0,3.0,,20.7,24.2,,,,3.85,7.77,0.6920000000000001,0.625,9.0,5.0
Maryland,2017,16.8,6.8,2.3,7.7,0.5,26.5,14.6,55.0,0.7,1.3,161.7,6.9,64.5,24.1,36.3,1.6,161.7,4.4,62.8,323.3,5.1,1.2,23.7,11.3,2.7,10.0,0.5,33.8,19.9,58.9,0.8,1.9,228.6,5.8,57.5,37.1,40.8,2.4,190.8,4.7,74.7,419.4,5.6,1.3,53.3,1.3,0.7,5.1,5.1,0.1,107.8,21.2,5.4,1.5,0.0,15.8,10.5,212.1,39.2,100.0,3.1,3.1,42.0,Big Ten (East),8.0,7.0,,37.1,24.1,,,,9.78,1.03,0.33299999999999996,0.222,4.0,2.0
Pitt,2017,19.7,9.7,1.1,9.2,0.7,30.2,18.7,61.9,0.7,1.0,217.7,3.8,38.2,23.9,38.3,1.8,148.5,3.9,68.5,366.2,5.3,1.3,19.8,10.8,1.4,7.6,0.6,32.6,18.0,55.2,0.8,2.0,254.2,4.8,38.4,26.6,33.7,1.2,144.7,4.3,66.3,398.8,6.0,1.3,61.1,1.5,0.9,5.6,2.5,0.0,46.8,18.7,4.8,1.9,0.2,27.4,14.3,211.3,44.5,100.0,2.8,2.8,11.0,ACC (Coastal),7.0,5.0,,26.6,23.9,,,,4.13,1.21,0.41700000000000004,0.375,5.0,3.0
Coastal Carolina,2017,18.3,7.9,1.5,9.0,0.6,25.3,13.2,52.0,0.9,1.5,189.1,7.0,62.8,23.7,37.2,1.3,156.3,4.2,62.5,345.3,5.5,1.5,21.8,10.8,1.6,9.5,0.5,28.8,18.3,63.3,0.4,1.7,241.3,5.6,52.5,34.0,39.1,2.3,169.5,4.3,67.9,410.8,6.0,0.9,63.2,1.6,1.0,5.5,4.3,0.0,86.3,20.3,4.8,2.1,0.0,15.4,7.4,205.0,43.2,96.8,2.6,2.5,119.0,Sun Belt,9.0,6.0,,34.0,23.7,,,,-8.78,-17.2,0.25,0.25,3.0,2.0
Connecticut,2017,21.3,10.8,2.6,7.9,0.7,35.1,21.3,60.8,0.9,1.5,269.2,5.3,48.8,23.6,40.3,1.4,146.3,3.6,75.4,415.5,5.5,1.6,25.7,14.4,1.8,9.5,0.4,39.4,26.5,67.2,0.5,2.8,333.9,9.0,81.2,37.9,37.3,2.2,185.1,5.0,76.7,519.0,6.8,0.9,66.7,1.5,1.0,5.3,4.2,0.0,87.8,21.1,5.3,0.8,0.0,5.6,6.7,203.6,38.2,93.1,2.4,2.3,18.0,American (East),9.0,6.0,,37.9,23.6,,,,-0.12,-12.29,0.25,0.25,3.0,2.0
UTSA,2017,21.1,10.4,1.8,8.9,1.0,28.1,17.4,61.8,0.6,1.4,202.8,7.2,58.3,23.5,40.5,0.9,184.5,4.6,68.5,387.4,5.7,1.6,15.1,6.8,1.4,6.9,0.8,23.7,11.6,49.0,1.2,1.2,160.1,5.2,54.1,17.0,34.0,0.9,129.3,3.8,57.7,289.4,5.0,2.0,83.3,2.2,1.8,7.7,1.8,0.0,41.8,23.0,4.3,1.7,0.0,7.4,4.3,177.5,41.6,96.2,2.4,2.3,61.0,CUSA (West),5.0,5.0,,17.0,23.5,,,,-10.33,-5.78,0.545,0.375,6.0,3.0
Wyoming,2017,15.2,8.1,1.3,5.8,0.5,26.8,15.0,56.0,0.6,1.4,177.2,4.2,40.2,23.5,34.3,1.0,108.8,3.2,61.1,286.0,4.7,1.1,18.8,7.5,1.4,9.8,1.4,25.7,14.5,56.6,1.5,0.8,174.9,4.9,46.3,17.5,46.1,1.2,160.3,3.5,71.8,335.2,4.7,2.9,83.3,1.4,1.2,6.2,1.8,0.2,50.1,28.3,6.7,1.8,0.0,18.2,10.3,262.2,39.2,97.3,2.8,2.8,84.0,MWC (Mountain),5.0,1.0,,17.5,23.5,,,,-4.65,0.04,0.615,0.0,8.0,0.0
Hawaii,2017,19.8,10.0,1.4,8.4,0.5,35.3,21.7,61.5,0.7,1.6,234.5,7.8,68.8,22.8,35.0,1.3,168.2,4.8,70.3,402.7,5.7,1.2,22.8,10.8,1.8,10.3,0.5,27.8,17.8,63.8,0.8,2.4,248.6,5.7,51.6,33.9,40.0,1.9,210.2,5.3,67.8,458.8,6.8,1.3,44.4,0.8,0.3,3.8,3.3,0.0,67.7,20.3,4.8,0.5,0.0,2.5,5.0,203.3,42.1,94.3,2.9,2.8,90.0,MWC (West),9.0,1.0,,33.9,22.8,,,,-5.34,-13.76,0.25,0.0,3.0,0.0
Virginia,2017,18.5,10.8,1.7,6.0,0.6,39.9,23.1,57.8,0.8,1.9,248.7,4.8,44.8,22.5,29.9,0.8,93.5,3.1,69.8,342.2,4.9,1.5,18.8,7.8,1.4,9.7,0.2,24.8,13.2,53.4,1.2,1.4,165.8,5.1,45.3,28.4,42.8,1.9,199.3,4.7,67.6,365.1,5.4,1.4,66.7,0.9,0.6,4.7,3.2,0.2,85.1,27.0,5.8,1.7,0.0,7.5,4.5,251.7,43.1,100.0,2.8,2.8,12.0,ACC (Coastal),7.0,5.0,,28.4,22.5,,,,3.55,-0.06,0.462,0.375,6.0,3.0
Akron,2017,18.4,9.8,2.2,6.4,0.4,31.9,17.3,54.1,0.8,1.7,210.6,6.3,62.4,22.1,32.8,1.0,105.7,3.2,64.7,316.4,4.9,1.2,23.4,10.4,2.2,10.8,0.6,32.9,20.4,62.0,1.4,1.7,237.4,6.4,62.4,28.0,40.4,1.7,205.9,5.1,73.3,443.3,6.0,1.9,46.2,0.9,0.4,4.1,2.4,0.0,44.2,18.2,6.1,0.4,0.0,0.9,2.6,257.4,41.9,97.6,2.9,2.9,68.0,MAC (East),7.0,2.0,,28.0,22.1,,,,-1.96,-4.82,0.5,0.75,7.0,6.0
Florida,2017,16.8,8.4,0.9,7.5,0.9,28.4,15.8,55.8,0.9,0.9,179.5,7.9,58.7,22.1,36.4,1.4,156.4,4.3,64.7,335.9,5.2,1.8,17.5,8.4,1.6,7.5,0.3,24.5,13.5,54.8,1.3,1.5,195.4,5.8,45.5,27.3,36.4,1.5,153.9,4.2,60.9,349.3,5.7,1.5,94.4,1.6,1.5,6.8,2.5,0.0,50.3,20.5,5.8,1.3,0.0,6.0,4.7,276.6,47.5,92.3,2.4,2.2,108.0,SEC (East),7.0,5.0,,27.3,22.1,,17.0,17.0,5.37,0.83,0.364,0.375,4.0,3.0
Minnesota,2017,16.4,5.1,1.3,10.0,0.6,19.4,9.2,47.2,0.9,0.8,126.1,3.3,28.3,22.1,43.8,1.7,182.4,4.2,63.2,308.5,4.9,1.5,17.3,7.9,1.0,8.4,0.8,27.7,17.5,63.3,0.7,1.3,174.5,5.3,53.3,22.8,35.2,1.6,172.2,4.9,62.8,346.7,5.5,1.5,70.0,1.7,1.2,6.1,2.9,0.1,62.8,21.5,5.6,0.8,0.0,3.0,4.0,237.4,42.5,96.9,2.7,2.6,48.0,Big Ten (West),7.0,7.0,,22.8,22.1,,,,4.78,3.36,0.41700000000000004,0.222,5.0,2.0
