school_name,year,first_down,first_down_pass,first_down_penalty,first_down_rush,fumbles_lost,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,penalty,penalty_yds,points,rush_att,rush_td,rush_yds,rush_yds_per_att,tot_plays,tot_yds,tot_yds_per_play,turnovers,opp_first_down,opp_first_down_pass,opp_first_down_penalty,opp_first_down_rush,opp_fumbles_lost,opp_pass_att,opp_pass_cmp,opp_pass_cmp_pct,opp_pass_int,opp_pass_td,opp_pass_yds,opp_penalty,opp_penalty_yds,opp_points,opp_rush_att,opp_rush_td,opp_rush_yds,opp_rush_yds_per_att,opp_tot_plays,opp_tot_yds,opp_tot_yds_per_play,opp_turnovers,fg_pct,fga,fgm,kick_points,kick_ret,kick_ret_td,kick_ret_yds,kick_ret_yds_per_ret,punt,punt_ret,punt_ret_td,punt_ret_yds,punt_ret_yds_per_ret,punt_yds,punt_yds_per_punt,xp_pct,xpa,xpm,Unnamed: 0,conf_abbr,losses,losses_conf,notes,opp_points_per_g,points_per_g,rank_final,rank_min,rank_pre,sos,srs,win_loss_pct,win_loss_pct_conf,wins,wins_conf
Arkansas,2002,18.1,6.2,1.3,10.6,0.4,21.4,10.6,49.5,0.9,1.3,134.6,8.1,71.6,26.4,45.9,1.6,218.9,4.8,67.3,353.6,5.3,1.4,19.1,9.6,2.1,7.4,1.2,34.5,19.1,55.3,1.4,1.2,234.5,7.0,56.0,19.8,36.0,0.8,113.6,3.2,70.5,348.1,4.9,2.6,72.0,1.8,1.3,6.9,3.0,0.0,62.3,20.8,5.3,2.6,0.1,31.4,11.9,194.9,36.9,97.7,3.1,3.0,95.0,SEC (West),5.0,3.0,,19.8,26.4,,22.0,,4.61,10.33,0.643,0.625,9.0,5.0
Michigan State,2002,20.5,9.8,2.1,8.7,0.8,31.4,17.3,55.2,1.4,2.0,228.6,6.7,62.4,26.3,35.8,1.2,142.4,4.0,67.3,371.0,5.5,2.2,20.7,8.0,1.4,11.3,0.5,27.8,13.8,49.4,1.1,1.8,188.8,6.1,52.7,33.2,45.2,2.2,213.8,4.7,73.0,402.7,5.5,1.6,62.5,1.3,0.8,5.5,4.6,0.0,87.1,19.0,5.5,3.3,0.1,28.4,8.5,222.3,40.4,97.3,3.1,3.0,37.0,Big Ten,8.0,6.0,,33.2,26.3,,15.0,18.0,3.09,-2.67,0.33299999999999996,0.25,4.0,2.0
Florida,2002,23.2,12.9,2.2,8.1,0.6,39.8,22.7,57.1,1.4,1.7,270.7,7.0,54.8,25.8,35.8,1.5,136.2,3.8,75.5,406.9,5.4,2.0,16.1,6.9,0.5,8.6,0.8,27.8,14.2,51.1,0.5,1.1,162.4,8.0,60.0,21.5,40.5,1.1,163.2,4.0,68.3,325.5,4.8,1.3,60.0,1.2,0.7,4.6,2.6,0.0,47.5,18.2,5.8,2.9,0.0,30.5,10.4,211.2,36.1,84.6,3.0,2.5,89.0,SEC (East),5.0,2.0,,21.5,25.8,,6.0,6.0,5.97,8.58,0.615,0.75,8.0,6.0
Pitt,2002,19.8,9.8,1.4,8.6,0.8,28.5,14.9,52.3,0.9,1.7,215.1,5.9,56.0,25.5,42.1,1.2,143.1,3.4,70.6,358.2,5.1,1.8,16.5,9.0,1.5,6.1,1.4,30.8,16.2,52.5,1.2,0.6,178.5,7.2,60.8,17.8,36.8,1.3,117.5,3.2,67.5,296.0,4.4,2.5,66.7,1.8,1.2,6.4,3.1,0.0,67.5,22.0,5.8,3.3,0.1,23.3,7.0,243.5,41.7,89.7,3.0,2.7,23.0,Big East,4.0,2.0,,17.8,25.5,19.0,17.0,,2.45,9.99,0.6920000000000001,0.7140000000000001,9.0,5.0
Clemson,2002,19.8,10.1,1.7,8.1,1.2,35.5,20.6,58.0,1.0,1.2,242.8,6.2,59.2,25.4,35.2,1.7,120.7,3.4,70.8,363.5,5.1,2.2,18.7,8.4,2.2,8.1,0.7,29.9,17.9,59.9,1.6,1.5,197.2,6.8,59.8,26.8,40.8,1.3,158.2,3.9,70.7,355.4,5.0,2.3,77.3,1.7,1.3,6.8,4.0,0.1,97.2,24.3,5.0,3.2,0.0,33.6,10.4,180.0,36.0,97.4,2.9,2.8,4.0,ACC,6.0,4.0,,26.8,25.4,,,,4.23,4.16,0.5379999999999999,0.5,7.0,4.0
Memphis,2002,20.4,11.7,2.3,6.5,1.3,37.7,20.1,53.3,1.7,2.0,239.0,5.8,46.4,25.3,32.5,1.3,115.8,3.6,70.2,354.8,5.1,3.0,20.7,8.1,0.9,11.7,0.8,28.0,16.8,60.1,1.0,1.2,165.8,8.0,70.3,27.3,44.8,1.8,197.1,4.4,72.8,362.8,5.0,1.8,64.3,1.2,0.8,4.9,4.0,0.0,80.3,20.1,5.3,3.7,0.0,29.0,7.9,206.3,38.7,86.5,3.1,2.7,48.0,CUSA,9.0,6.0,,27.3,25.3,,,,-3.69,-7.61,0.25,0.25,3.0,2.0
Western Michigan,2002,17.8,10.4,1.4,5.9,1.1,38.9,20.3,52.2,1.8,1.5,256.1,7.2,56.9,25.3,32.8,1.1,107.3,3.3,71.7,363.3,5.1,2.9,18.1,8.3,1.0,8.8,0.8,30.2,16.3,53.9,1.2,1.8,179.5,6.9,52.8,27.5,40.3,1.3,151.2,3.8,70.4,330.7,4.7,1.9,65.2,1.9,1.3,6.6,3.7,0.2,83.9,22.9,5.4,3.3,0.2,44.5,13.4,191.6,35.4,100.0,2.8,2.8,67.0,MAC (West),8.0,5.0,,27.5,25.3,,,,-3.57,-6.65,0.33299999999999996,0.375,4.0,3.0
Ohio,2002,17.4,3.6,1.4,12.4,1.3,13.3,7.0,52.5,0.8,0.5,87.4,4.4,41.8,24.9,54.1,2.5,239.8,4.4,67.4,327.3,4.9,2.1,20.9,10.8,1.0,9.1,0.9,30.0,17.4,58.1,1.2,2.0,224.1,5.7,49.1,31.2,37.8,1.9,153.7,4.1,67.8,377.8,5.6,2.1,62.5,1.3,0.8,5.1,4.8,0.0,92.9,19.6,4.6,2.3,0.1,24.2,10.4,188.2,41.1,86.1,3.0,2.6,59.0,MAC (East),8.0,4.0,,31.2,24.9,,,,-5.21,-10.71,0.33299999999999996,0.5,4.0,4.0
LSU,2002,18.5,6.8,1.9,9.8,1.4,25.0,11.9,47.7,0.6,1.2,153.1,7.1,56.9,24.8,42.9,1.5,196.9,4.6,67.9,350.0,5.2,2.0,15.4,6.9,1.6,6.8,0.6,27.8,12.5,45.2,1.3,1.0,152.7,6.0,52.8,18.3,35.7,1.2,134.1,3.8,63.5,286.8,4.5,1.9,70.8,1.8,1.3,6.5,2.9,0.0,70.3,24.1,5.3,3.2,0.1,43.8,13.9,220.7,41.6,97.1,2.7,2.6,97.0,SEC (West),5.0,3.0,,18.3,24.8,,10.0,14.0,3.42,8.35,0.615,0.625,8.0,5.0
Middle Tennessee State,2002,18.2,5.0,1.9,11.3,1.1,21.3,12.3,57.8,0.7,0.5,154.0,7.0,62.5,24.8,44.0,2.5,208.7,4.7,65.3,362.7,5.6,1.8,19.7,9.6,1.4,8.7,0.9,28.9,17.8,61.4,0.8,1.6,229.1,9.5,79.2,27.7,39.7,1.7,171.7,4.3,68.6,400.8,5.8,1.8,76.9,1.1,0.8,5.1,3.3,0.0,55.0,16.5,5.3,2.3,0.1,13.9,6.0,216.6,41.3,96.9,2.7,2.6,103.0,Sun Belt,8.0,4.0,,27.7,24.8,,,,-5.64,-8.97,0.33299999999999996,0.33299999999999996,4.0,2.0
New Mexico,2002,16.5,6.3,1.1,9.1,1.1,25.1,13.7,54.5,0.7,1.1,145.5,7.2,61.1,24.4,42.4,1.9,178.9,4.2,67.5,324.4,4.8,1.9,17.2,8.9,1.9,6.4,0.9,32.3,17.4,54.0,1.1,1.8,217.9,5.1,45.3,25.6,36.6,1.1,114.9,3.1,68.9,332.8,4.8,2.0,50.0,0.7,0.4,3.9,2.9,0.0,57.4,19.6,5.9,2.4,0.1,27.3,11.2,232.9,39.8,93.0,3.1,2.9,71.0,MWC,7.0,2.0,,25.6,24.4,,,,-3.03,-3.03,0.5,0.7140000000000001,7.0,5.0
UNLV,2002,20.6,9.6,1.6,9.4,1.1,28.8,14.1,49.0,1.0,1.2,195.1,7.8,65.5,24.3,41.5,1.8,214.4,5.2,70.3,409.5,5.8,2.1,21.3,10.4,2.0,8.9,0.8,32.4,18.3,56.3,0.8,1.8,234.7,6.5,57.1,30.5,40.1,1.7,159.1,4.0,72.5,393.8,5.4,1.5,53.8,1.1,0.6,4.5,3.8,0.0,72.7,19.0,5.8,2.7,0.0,18.8,7.1,223.3,38.3,97.1,2.8,2.8,,,,,,,,,,,,,,,,
Navy,2002,18.8,4.1,1.0,13.8,2.1,13.4,6.2,46.0,0.8,0.4,98.7,4.3,31.8,24.2,54.3,2.8,270.8,5.0,67.8,369.4,5.5,2.9,22.0,9.0,0.7,12.3,1.3,23.9,15.8,65.9,0.4,2.0,220.3,5.6,52.5,36.3,46.8,2.3,202.5,4.3,70.8,422.8,6.0,1.8,66.7,0.8,0.5,4.3,4.9,0.0,98.9,20.1,4.0,1.3,0.0,8.4,6.3,158.0,39.5,94.4,3.0,2.8,55.0,Ind,10.0,0.0,,36.3,24.2,,,,-1.95,-12.2,0.16699999999999998,,2.0,0.0
Wyoming,2002,21.1,12.5,1.3,7.3,0.5,39.3,23.3,59.2,1.5,2.1,279.8,4.2,33.8,24.0,32.3,1.1,100.0,3.1,71.5,379.8,5.3,2.0,25.8,14.1,0.9,10.8,1.1,33.8,21.8,64.5,0.8,1.8,285.1,5.3,47.1,36.0,44.8,2.5,205.8,4.6,78.6,490.8,6.2,1.8,50.0,0.7,0.3,3.0,4.3,0.0,82.3,19.4,5.0,1.3,0.1,11.0,8.3,207.8,41.6,75.0,2.7,2.0,77.0,MWC,10.0,6.0,,36.0,24.0,,,,-1.69,-12.27,0.16699999999999998,0.14300000000000002,2.0,1.0
Eastern Michigan,2002,19.0,11.9,1.0,6.1,1.0,36.8,20.7,56.2,1.8,1.9,246.8,5.4,41.1,23.8,32.6,1.3,113.8,3.5,69.3,360.6,5.2,2.8,24.5,8.9,0.8,14.8,0.6,23.4,14.9,63.7,0.3,2.3,225.8,4.3,36.9,47.2,48.0,3.8,294.1,6.1,71.4,519.9,7.3,0.9,33.3,0.8,0.3,3.8,5.7,0.0,97.6,17.2,5.4,1.8,0.1,19.3,11.0,224.1,41.4,94.9,3.3,3.1,69.0,MAC (West),9.0,7.0,,47.2,23.8,,,,-5.89,-20.64,0.25,0.125,3.0,1.0
Idaho,2002,22.4,13.6,1.8,7.0,0.8,42.7,25.2,59.0,1.5,1.9,289.6,6.6,61.9,23.8,33.0,1.2,115.0,3.5,75.7,404.6,5.3,2.3,22.3,11.0,1.3,9.9,0.5,29.5,17.3,58.8,0.7,1.8,274.4,7.7,74.8,35.7,40.8,2.7,190.2,4.7,70.3,464.6,6.6,1.2,41.2,1.4,0.6,4.8,4.8,0.0,102.9,21.3,4.7,2.8,0.1,28.4,10.0,194.8,41.8,100.0,3.0,3.0,106.0,Sun Belt,10.0,5.0,,35.7,23.8,,,,-3.33,-13.5,0.16699999999999998,0.16699999999999998,2.0,1.0
San Diego State,2002,21.6,14.5,1.9,5.2,1.3,44.9,27.1,60.3,0.8,1.8,330.9,6.3,52.7,23.8,28.5,0.7,72.9,2.6,73.4,403.8,5.5,2.1,22.5,10.7,1.8,10.0,1.0,33.5,18.7,55.9,1.1,2.4,239.7,6.1,51.2,31.6,43.7,1.5,171.2,3.9,77.2,410.8,5.3,2.1,60.7,2.2,1.3,6.4,3.5,0.0,71.6,20.2,5.0,2.8,0.2,29.2,10.5,196.1,39.2,88.9,2.8,2.5,73.0,MWC,9.0,3.0,,31.6,23.8,,,,-0.44,-7.44,0.308,0.5710000000000001,4.0,4.0
Ball State,2002,19.8,8.3,1.9,9.5,0.8,29.0,16.6,57.2,1.3,1.7,178.7,5.1,40.7,23.2,41.6,1.3,162.9,3.9,70.6,341.6,4.8,2.2,20.8,10.1,1.4,9.3,0.9,32.5,20.5,63.1,0.8,1.8,236.2,7.1,64.8,27.8,36.6,1.8,169.1,4.6,69.1,405.3,5.9,1.8,69.2,1.1,0.8,4.8,4.1,0.0,73.8,18.1,5.1,1.8,0.0,21.3,11.6,205.1,40.3,93.9,2.8,2.6,66.0,MAC (West),6.0,4.0,,27.8,23.2,,,,-5.3,-8.3,0.5,0.5,6.0,4.0
Rice,2002,19.2,3.6,1.0,14.5,1.3,13.7,6.1,44.4,0.6,0.5,99.2,5.5,44.5,23.0,55.1,2.2,247.7,4.5,68.8,346.9,5.0,1.9,21.1,11.5,1.3,8.4,1.2,33.0,20.2,61.2,0.7,2.1,242.1,6.4,51.8,26.9,37.9,1.3,143.0,3.8,70.9,385.1,5.4,1.9,53.3,1.4,0.7,5.0,3.0,0.0,56.3,18.8,5.5,2.3,0.2,17.2,7.6,215.9,39.6,93.9,3.0,2.8,113.0,WAC,7.0,5.0,,26.9,23.0,,,,-7.03,-10.21,0.364,0.375,4.0,3.0
Tennessee,2002,18.7,9.0,0.8,8.9,1.2,27.4,16.8,61.2,0.5,1.1,202.7,7.3,58.5,22.8,39.8,1.5,150.5,3.8,67.2,353.2,5.3,1.8,16.2,6.4,1.6,8.2,1.0,26.8,13.1,48.7,0.9,0.7,156.2,5.8,44.1,17.5,37.8,0.9,128.6,3.4,64.6,284.8,4.4,1.9,64.0,1.9,1.2,5.8,2.8,0.1,65.8,23.1,5.2,3.3,0.0,33.5,10.1,221.8,42.4,90.3,2.4,2.2,90.0,SEC (East),5.0,3.0,,17.5,22.8,,4.0,5.0,2.94,7.41,0.615,0.625,8.0,5.0
Brigham Young,2002,20.5,12.5,1.1,6.9,1.2,41.8,23.1,55.3,1.8,1.3,260.8,8.3,64.9,22.7,35.0,1.4,121.1,3.5,76.8,381.8,5.0,2.9,20.9,9.3,1.8,9.8,0.8,31.4,16.3,52.0,1.5,0.8,206.9,4.8,41.7,27.8,43.2,2.4,177.8,4.1,74.6,384.7,5.2,2.3,81.3,1.3,1.1,5.5,3.0,0.0,63.0,21.0,4.3,2.1,0.0,23.0,11.0,202.3,46.7,90.0,2.5,2.3,76.0,MWC,7.0,5.0,,27.8,22.7,,,,-3.24,-5.99,0.41700000000000004,0.28600000000000003,5.0,2.0
Northwestern,2002,20.7,10.8,1.3,8.6,1.2,37.6,21.8,57.9,1.2,0.8,232.0,7.3,65.3,22.7,36.4,2.1,157.0,4.3,74.0,389.0,5.3,2.3,24.9,7.4,1.3,16.2,1.2,19.9,12.0,60.3,0.7,1.7,188.8,5.3,46.0,41.1,57.8,3.3,313.6,5.4,77.8,502.3,6.5,1.8,52.6,1.6,0.8,5.0,4.3,0.1,102.4,24.1,5.7,2.2,0.0,12.8,5.9,228.1,40.3,93.8,2.7,2.5,39.0,Big Ten,9.0,7.0,,41.1,22.7,,,,3.36,-8.05,0.25,0.125,3.0,1.0
Utah,2002,20.1,9.1,1.7,9.3,1.1,34.6,19.5,56.4,1.2,1.5,208.3,7.4,68.2,22.6,40.2,1.4,163.9,4.1,74.8,372.2,5.0,2.3,18.4,9.6,2.3,6.5,1.1,34.4,18.0,52.4,1.1,1.5,227.3,5.6,47.4,20.5,35.5,0.9,104.8,2.9,69.9,332.1,4.8,2.2,52.4,1.9,1.0,5.4,2.4,0.0,54.5,23.0,6.1,3.0,0.0,33.6,11.2,248.2,40.7,86.7,2.7,2.4,75.0,MWC,6.0,4.0,,20.5,22.6,,,,-3.5,-2.23,0.455,0.429,5.0,3.0
Central Michigan,2002,19.6,9.0,0.8,9.8,0.8,31.2,16.2,51.9,0.7,0.8,166.2,4.8,38.9,22.3,46.3,1.8,206.1,4.4,77.5,372.3,4.8,1.5,20.7,11.3,1.3,8.1,0.8,32.8,20.8,63.4,1.0,1.9,264.4,5.9,53.8,32.0,39.4,1.8,140.8,3.6,72.2,405.3,5.6,1.8,70.0,1.7,1.2,5.8,4.0,0.0,74.3,18.6,6.1,1.7,0.0,13.6,8.2,234.6,38.6,87.1,2.6,2.3,68.0,MAC (West),8.0,6.0,,32.0,22.3,,,,-5.8,-11.89,0.33299999999999996,0.25,4.0,2.0
Notre Dame,2002,15.5,6.5,1.3,7.6,1.2,26.2,13.2,50.4,1.0,0.8,174.2,6.1,53.5,22.3,40.6,1.2,139.4,3.4,66.8,313.5,4.7,2.2,16.7,9.7,1.2,5.8,0.9,34.8,17.2,49.3,1.6,0.9,204.8,7.2,58.2,16.7,33.8,0.8,95.2,2.8,68.5,300.0,4.4,2.5,56.0,1.9,1.1,5.7,2.9,0.1,67.5,23.1,6.1,4.1,0.2,39.8,9.8,236.1,38.8,100.0,2.5,2.5,51.0,Ind,3.0,0.0,,16.7,22.3,17.0,4.0,,5.51,10.89,0.769,,10.0,0.0
UAB,2002,17.6,8.0,1.5,8.1,1.3,28.9,14.1,48.7,0.8,1.3,184.5,8.3,65.8,22.3,38.2,1.0,130.2,3.4,67.1,314.7,4.7,2.0,20.3,10.1,1.8,8.5,0.8,30.2,17.0,56.4,1.3,1.6,228.2,5.0,41.9,30.8,41.3,1.8,154.0,3.7,71.5,382.2,5.3,2.1,77.3,1.8,1.4,6.7,4.6,0.0,100.9,22.0,6.6,2.3,0.1,24.5,10.5,263.9,40.1,100.0,2.4,2.4,45.0,CUSA,7.0,4.0,,30.8,22.3,,,,-3.86,-8.78,0.41700000000000004,0.5,5.0,4.0
Southern Mississippi,2002,18.0,8.0,1.8,8.2,1.5,28.5,14.3,50.1,0.8,0.8,188.5,7.4,56.6,21.7,40.2,1.5,143.7,3.6,68.8,332.2,4.8,2.3,17.4,7.7,1.1,8.6,0.8,29.2,13.6,46.7,1.2,0.5,168.8,8.3,67.7,18.3,43.7,1.0,167.4,3.8,72.8,336.2,4.6,2.1,57.7,2.0,1.2,5.8,3.5,0.0,72.6,20.5,6.2,2.6,0.0,31.9,12.2,258.0,41.4,100.0,2.4,2.4,43.0,CUSA,6.0,3.0,,18.3,21.7,,,,-1.93,-0.24,0.5379999999999999,0.625,7.0,5.0
Georgia Tech,2002,19.5,9.2,1.8,8.4,0.8,33.5,18.4,54.9,1.5,1.2,211.1,7.3,60.9,21.5,38.5,1.5,163.6,4.3,71.9,374.7,5.2,2.3,17.5,9.3,1.1,7.2,0.8,33.8,18.1,53.4,0.8,0.8,221.1,6.8,57.8,20.5,37.4,1.2,134.6,3.6,71.2,355.7,5.0,1.7,60.0,1.5,0.9,5.2,3.3,0.0,64.5,19.5,5.7,4.0,0.0,40.3,10.1,227.4,39.9,100.0,2.5,2.5,5.0,ACC,6.0,4.0,,20.5,21.5,,,,3.86,4.56,0.5379999999999999,0.5,7.0,4.0
Indiana,2002,19.4,11.4,0.9,7.1,0.7,37.2,19.0,51.1,1.8,1.5,251.7,4.8,47.1,21.5,36.2,1.0,116.5,3.2,73.3,368.2,5.0,2.4,22.4,8.8,1.3,12.3,0.8,27.9,16.8,60.3,0.7,1.9,193.5,5.7,48.4,37.1,43.5,2.8,234.9,5.4,71.4,428.4,6.0,1.4,69.2,1.1,0.8,4.2,4.7,0.0,92.4,19.8,4.9,2.1,0.0,13.6,6.5,184.5,37.5,82.1,2.3,1.9,38.0,Big Ten,9.0,7.0,,37.1,21.5,,,,2.25,-10.42,0.25,0.125,3.0,1.0
Kansas,2002,20.0,8.9,2.4,8.7,1.1,35.8,16.7,46.5,1.1,1.1,190.5,5.1,43.8,20.7,39.3,1.5,126.3,3.2,75.2,316.8,4.2,2.2,21.5,8.5,1.2,11.8,0.4,25.2,13.9,55.3,1.0,2.3,216.2,8.1,70.0,42.3,44.4,2.8,256.3,5.8,69.6,472.4,6.8,1.4,41.2,1.4,0.6,3.7,4.3,0.1,84.7,19.5,7.1,1.6,0.0,10.3,6.5,290.8,41.0,85.2,2.3,1.9,14.0,Big 12 (North),10.0,8.0,,42.3,20.7,,,,0.05,-14.87,0.16699999999999998,0.0,2.0,0.0
Stanford,2002,17.8,8.5,1.8,7.5,0.7,33.5,17.3,51.5,2.0,1.3,178.2,8.0,64.4,20.5,38.8,1.1,133.2,3.4,72.4,311.4,4.3,2.7,19.2,10.2,1.7,7.3,0.8,33.1,18.5,56.0,1.5,2.0,252.0,7.0,68.5,34.3,35.6,1.6,132.7,3.7,68.7,384.7,5.6,2.3,60.0,1.4,0.8,4.6,4.0,0.0,73.0,18.3,5.3,2.5,0.0,21.5,8.8,209.6,39.8,96.0,2.3,2.2,87.0,Pac-10,9.0,7.0,,34.3,20.5,,,,7.87,-4.5,0.182,0.125,2.0,1.0
Temple,2002,18.1,8.4,2.6,7.1,1.3,31.7,15.5,48.9,1.9,1.3,180.5,8.3,70.6,20.2,39.5,0.9,137.3,3.5,71.2,317.8,4.5,3.2,18.9,9.4,1.9,7.6,1.1,29.7,17.5,59.0,0.9,1.7,207.3,8.3,72.8,29.3,38.3,1.8,108.3,2.8,67.9,315.7,4.6,2.0,70.0,1.7,1.2,5.3,3.3,0.1,66.9,20.6,5.3,2.5,0.0,21.4,8.6,190.1,36.2,84.6,2.2,1.8,27.0,Big East,8.0,5.0,,29.3,20.2,,,,2.44,-5.22,0.33299999999999996,0.28600000000000003,4.0,2.0
Arkansas State,2002,15.9,6.2,0.8,8.9,1.3,22.3,11.5,51.7,0.7,0.5,143.7,7.6,62.0,19.9,41.3,1.9,182.6,4.4,63.6,326.3,5.1,2.0,18.6,7.7,1.5,9.5,1.3,24.3,14.1,57.9,1.2,1.5,176.4,6.5,59.9,27.8,40.3,1.6,165.3,4.1,64.6,341.7,5.3,2.5,45.5,1.7,0.8,4.7,3.5,0.0,69.9,19.8,5.0,2.1,0.0,20.5,9.9,189.9,38.0,96.9,2.5,2.4,102.0,Sun Belt,7.0,3.0,,27.8,19.9,,,,-7.79,-10.48,0.462,0.5,6.0,3.0
Louisiana-Monroe,2002,18.3,8.9,2.0,7.4,1.1,35.2,17.0,48.3,1.2,1.4,222.0,9.7,75.9,19.7,34.4,1.0,121.8,3.5,69.6,343.8,4.9,2.3,22.8,10.6,1.5,10.8,0.8,29.6,17.8,60.0,0.8,1.8,238.3,7.6,68.6,37.6,42.0,2.8,195.7,4.7,71.6,434.0,6.1,1.7,41.7,1.0,0.4,3.5,4.3,0.0,78.7,18.5,7.3,1.9,0.1,10.7,5.6,254.3,34.7,90.0,2.5,2.3,105.0,Sun Belt,9.0,4.0,,37.6,19.7,,,,-4.05,-13.8,0.25,0.33299999999999996,3.0,2.0
Tulsa,2002,17.7,9.3,2.1,6.3,1.0,33.6,17.8,52.9,0.8,1.5,193.4,6.5,48.9,19.4,35.8,1.0,123.3,3.4,69.4,316.8,4.6,1.8,22.7,8.4,1.0,13.3,1.3,28.5,16.8,58.8,1.1,1.3,202.4,8.3,74.8,34.8,44.8,3.2,256.3,5.7,73.3,458.7,6.3,2.3,50.0,1.3,0.7,3.3,4.3,0.0,83.4,19.3,6.4,1.8,0.0,22.4,12.8,251.3,39.2,68.2,1.8,1.3,116.0,WAC,11.0,7.0,,34.8,19.4,,,,-5.4,-18.4,0.083,0.125,1.0,1.0
North Texas,2002,14.6,4.4,1.7,8.5,1.3,16.7,7.5,45.2,0.7,0.6,102.1,8.1,71.0,19.2,45.2,1.8,182.5,4.0,61.8,284.5,4.6,2.0,15.8,7.5,2.0,6.2,1.1,28.3,15.4,54.3,1.2,0.6,171.7,9.8,80.5,14.8,38.6,1.0,118.9,3.1,66.9,290.6,4.3,2.3,66.7,1.2,0.8,4.2,2.3,0.0,52.0,22.5,6.8,2.8,0.0,23.8,8.4,282.5,41.7,80.6,2.4,1.9,100.0,Sun Belt,5.0,0.0,,14.8,19.2,,,,-3.0,0.61,0.615,1.0,8.0,6.0
Arizona,2002,18.0,12.1,2.1,3.8,0.9,35.8,20.5,57.2,1.2,1.4,289.8,7.3,58.8,18.9,30.0,0.6,43.8,1.5,65.8,333.6,5.1,2.1,20.3,11.0,1.6,7.7,0.9,30.7,17.8,58.2,0.6,1.3,224.3,8.8,73.6,25.8,42.3,1.5,161.8,3.8,73.0,386.2,5.3,1.5,59.1,1.8,1.1,5.4,2.8,0.0,50.1,17.7,5.8,1.7,0.1,27.7,16.6,208.4,36.2,96.3,2.3,2.2,86.0,Pac-10,8.0,7.0,,25.8,18.9,,,,3.6,-2.73,0.33299999999999996,0.125,4.0,1.0
Duke,2002,18.3,8.3,1.3,8.8,0.8,32.2,17.2,53.4,1.1,1.5,199.9,5.4,44.3,18.9,40.6,0.7,158.4,3.9,72.8,358.3,4.9,1.9,19.6,10.4,2.1,7.1,1.1,33.8,20.4,60.5,1.0,1.5,254.7,7.3,60.5,29.4,35.4,1.7,120.5,3.4,69.2,375.2,5.4,2.1,51.9,2.3,1.2,5.3,3.3,0.0,57.1,17.1,5.8,2.7,0.0,15.6,5.8,220.9,37.9,87.5,2.0,1.8,8.0,ACC,10.0,8.0,,29.4,18.9,,,,2.54,-7.05,0.16699999999999998,0.0,2.0,0.0
Mississippi State,2002,18.0,9.9,1.4,6.7,1.3,36.8,18.8,51.1,1.8,1.1,217.6,7.1,61.2,18.9,35.1,0.8,119.3,3.4,71.9,336.8,4.7,3.2,17.8,6.4,1.3,10.0,0.8,23.5,11.7,49.6,1.2,1.8,153.9,8.2,63.8,28.3,43.8,1.4,170.1,3.9,67.3,324.0,4.8,1.9,80.0,1.7,1.3,5.4,3.8,0.0,87.6,22.8,5.9,2.9,0.0,27.7,9.5,244.3,41.3,94.4,1.5,1.4,99.0,SEC (West),9.0,8.0,,28.3,18.9,,,,2.55,-7.28,0.25,0.0,3.0,0.0
Army,2002,16.1,7.8,1.7,6.6,1.1,31.4,15.0,47.7,1.8,0.9,179.1,6.3,58.7,18.8,35.7,1.3,120.4,3.4,67.1,299.5,4.5,2.8,20.6,7.9,1.9,10.8,1.2,24.4,15.1,61.8,0.5,1.7,182.9,6.7,56.0,40.9,47.9,3.0,210.0,4.4,72.3,392.9,5.4,1.7,81.8,0.9,0.8,4.3,6.6,0.0,128.8,19.6,5.8,1.5,0.2,22.1,14.7,201.2,35.0,92.6,2.3,2.1,49.0,CUSA,11.0,7.0,,40.9,18.8,,,,-5.8,-22.64,0.083,0.125,1.0,1.0
South Carolina,2002,16.7,5.6,1.3,9.8,0.9,21.8,11.7,53.6,1.3,0.8,151.8,6.3,56.4,18.8,39.8,1.3,167.0,4.2,61.5,318.8,5.2,2.2,19.1,8.9,1.8,8.3,1.0,29.6,17.5,59.2,0.8,1.4,186.9,6.7,58.4,21.8,40.1,0.9,164.5,4.1,69.7,351.4,5.0,1.8,62.5,1.3,0.8,4.6,3.6,0.1,70.3,19.6,4.4,1.3,0.0,5.3,4.3,181.8,41.2,92.6,2.3,2.1,92.0,SEC (East),7.0,5.0,,21.8,18.8,,22.0,22.0,3.73,0.9,0.41700000000000004,0.375,5.0,3.0
North Carolina,2002,19.8,11.0,1.6,7.3,1.3,36.1,19.8,54.7,1.2,1.8,266.6,7.9,66.0,18.6,34.5,0.6,102.5,3.0,70.6,369.1,5.2,2.5,23.0,9.3,1.7,12.0,0.8,25.5,14.0,54.9,0.5,2.0,231.3,7.1,60.3,35.1,46.3,2.7,221.2,4.8,71.8,452.4,6.3,1.3,64.3,1.2,0.8,4.4,4.3,0.0,84.3,19.5,5.7,2.0,0.0,11.4,5.7,204.3,36.0,96.3,2.3,2.2,7.0,ACC,9.0,7.0,,35.1,18.6,,,,6.15,-5.52,0.25,0.125,3.0,1.0
